Line	Date	Time	SpectrumFile	LibraryFile	Water vapor H2O	Unit	 Compensation	 Residual	Carbon dioxide CO2	Unit	 Compensation	 Residual	Carbon monoxide CO	Unit	 Compensation	 Residual	Nitrous oxide N2O	Unit	 Compensation	 Residual	Ammonia NH3	Unit	 Compensation	 Residual	Methane CH4	Unit	 Compensation	 Residual	Pressure	Unit	 Compensation	 Residual	Cell temperature	Unit	 Compensation	 Residual	Electronics temperature	Unit	 Compensation	 Residual	 Status
0	2024-07-09	11:22:22	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00084.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.62	vol-%	wet	0.0027	885.68	ppm	wet	0.0012	 0.000	ppm	wet	0.0022	0.2782	ppm	wet	0.0002	 0.129	ppm	wet	0.0011	 1.256	ppm	wet	0.0027	945.60	mbar	N/A	0.0000	 44.11	C	N/A	0.0000	 54.03	C	N/A	0.0000	OK
0	2024-07-09	11:23:12	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00085.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.63	vol-%	wet	0.0028	890.65	ppm	wet	0.0013	 0.000	ppm	wet	0.0022	0.2770	ppm	wet	0.0003	 0.146	ppm	wet	0.0011	 1.270	ppm	wet	0.0028	945.60	mbar	N/A	0.0000	 44.08	C	N/A	0.0000	 54.02	C	N/A	0.0000	OK
0	2024-07-09	11:24:02	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00086.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.65	vol-%	wet	0.0028	896.25	ppm	wet	0.0013	 0.000	ppm	wet	0.0023	0.2758	ppm	wet	0.0003	 0.169	ppm	wet	0.0012	 1.235	ppm	wet	0.0028	945.50	mbar	N/A	0.0000	 44.05	C	N/A	0.0000	 53.99	C	N/A	0.0000	OK
0	2024-07-09	11:24:52	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00087.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.65	vol-%	wet	0.0028	902.84	ppm	wet	0.0013	 0.000	ppm	wet	0.0022	0.2762	ppm	wet	0.0002	 0.134	ppm	wet	0.0012	 1.274	ppm	wet	0.0028	945.60	mbar	N/A	0.0000	 44.08	C	N/A	0.0000	 54.01	C	N/A	0.0000	OK
0	2024-07-09	11:31:48	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00088.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.63	vol-%	wet	0.0028	905.91	ppm	wet	0.0013	 0.000	ppm	wet	0.0022	0.2771	ppm	wet	0.0002	 0.135	ppm	wet	0.0012	 1.287	ppm	wet	0.0028	945.50	mbar	N/A	0.0000	 44.02	C	N/A	0.0000	 53.86	C	N/A	0.0000	OK
0	2024-07-09	11:33:08	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00089.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.63	vol-%	wet	0.0028	905.03	ppm	wet	0.0013	 0.000	ppm	wet	0.0022	0.2735	ppm	wet	0.0002	 0.130	ppm	wet	0.0012	 1.269	ppm	wet	0.0028	945.50	mbar	N/A	0.0000	 43.96	C	N/A	0.0000	 53.82	C	N/A	0.0000	OK
0	2024-07-09	11:34:23	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00090.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.55	vol-%	wet	0.0027	921.98	ppm	wet	0.0014	 0.000	ppm	wet	0.0022	0.2781	ppm	wet	0.0002	 0.134	ppm	wet	0.0012	 1.345	ppm	wet	0.0027	945.50	mbar	N/A	0.0000	 43.98	C	N/A	0.0000	 53.78	C	N/A	0.0000	OK
0	2024-07-09	11:34:53	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00091.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.56	vol-%	wet	0.0027	933.57	ppm	wet	0.0014	 0.000	ppm	wet	0.0022	0.2831	ppm	wet	0.0002	 0.144	ppm	wet	0.0011	 1.367	ppm	wet	0.0027	945.50	mbar	N/A	0.0000	 43.93	C	N/A	0.0000	 53.76	C	N/A	0.0000	OK
0	2024-07-09	11:35:23	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00092.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.56	vol-%	wet	0.0027	938.63	ppm	wet	0.0015	 0.000	ppm	wet	0.0023	0.2853	ppm	wet	0.0002	 0.136	ppm	wet	0.0011	 1.357	ppm	wet	0.0026	945.50	mbar	N/A	0.0000	 44.01	C	N/A	0.0000	 53.75	C	N/A	0.0000	OK
0	2024-07-09	11:35:53	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00093.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.57	vol-%	wet	0.0027	942.88	ppm	wet	0.0015	 0.000	ppm	wet	0.0022	0.2873	ppm	wet	0.0002	 0.121	ppm	wet	0.0011	 1.358	ppm	wet	0.0027	945.50	mbar	N/A	0.0000	 43.95	C	N/A	0.0000	 53.74	C	N/A	0.0000	OK
0	2024-07-09	11:36:24	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00094.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.58	vol-%	wet	0.0027	948.39	ppm	wet	0.0015	 0.000	ppm	wet	0.0022	0.2843	ppm	wet	0.0002	 0.115	ppm	wet	0.0011	 1.370	ppm	wet	0.0027	945.60	mbar	N/A	0.0000	 43.95	C	N/A	0.0000	 53.76	C	N/A	0.0000	OK
0	2024-07-09	11:36:54	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00095.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.59	vol-%	wet	0.0027	951.04	ppm	wet	0.0015	 0.000	ppm	wet	0.0022	0.2808	ppm	wet	0.0002	 0.121	ppm	wet	0.0011	 1.370	ppm	wet	0.0027	945.50	mbar	N/A	0.0000	 43.91	C	N/A	0.0000	 53.71	C	N/A	0.0000	OK
0	2024-07-09	11:37:25	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00096.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.58	vol-%	wet	0.0027	953.49	ppm	wet	0.0015	 0.000	ppm	wet	0.0022	0.2790	ppm	wet	0.0002	 0.153	ppm	wet	0.0011	 1.351	ppm	wet	0.0027	945.50	mbar	N/A	0.0000	 43.94	C	N/A	0.0000	 53.70	C	N/A	0.0000	OK
0	2024-07-09	11:37:56	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00097.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.58	vol-%	wet	0.0027	955.83	ppm	wet	0.0015	 0.000	ppm	wet	0.0022	0.2840	ppm	wet	0.0002	 0.118	ppm	wet	0.0011	 1.379	ppm	wet	0.0027	945.50	mbar	N/A	0.0000	 43.90	C	N/A	0.0000	 53.70	C	N/A	0.0000	OK
0	2024-07-09	11:38:26	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00098.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.56	vol-%	wet	0.0027	959.26	ppm	wet	0.0015	 0.000	ppm	wet	0.0022	0.2882	ppm	wet	0.0002	 0.130	ppm	wet	0.0012	 1.393	ppm	wet	0.0027	945.50	mbar	N/A	0.0000	 43.92	C	N/A	0.0000	 53.72	C	N/A	0.0000	OK
0	2024-07-09	11:38:56	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00099.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.55	vol-%	wet	0.0027	964.71	ppm	wet	0.0015	 0.000	ppm	wet	0.0022	0.2944	ppm	wet	0.0002	 0.147	ppm	wet	0.0011	 1.411	ppm	wet	0.0026	945.50	mbar	N/A	0.0000	 43.90	C	N/A	0.0000	 53.70	C	N/A	0.0000	OK
0	2024-07-09	11:39:26	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00100.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.55	vol-%	wet	0.0028	976.84	ppm	wet	0.0016	 0.000	ppm	wet	0.0022	0.2944	ppm	wet	0.0002	 0.144	ppm	wet	0.0011	 1.455	ppm	wet	0.0026	945.50	mbar	N/A	0.0000	 43.89	C	N/A	0.0000	 53.62	C	N/A	0.0000	OK
0	2024-07-09	11:39:57	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00101.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.55	vol-%	wet	0.0027	983.24	ppm	wet	0.0016	 0.000	ppm	wet	0.0022	0.2938	ppm	wet	0.0002	 0.117	ppm	wet	0.0011	 1.441	ppm	wet	0.0026	945.50	mbar	N/A	0.0000	 43.92	C	N/A	0.0000	 53.67	C	N/A	0.0000	OK
0	2024-07-09	11:40:27	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00102.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.55	vol-%	wet	0.0027	985.65	ppm	wet	0.0016	 0.000	ppm	wet	0.0022	0.2958	ppm	wet	0.0002	 0.135	ppm	wet	0.0011	 1.419	ppm	wet	0.0026	945.50	mbar	N/A	0.0000	 43.87	C	N/A	0.0000	 53.61	C	N/A	0.0000	OK
0	2024-07-09	11:40:58	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00103.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.55	vol-%	wet	0.0027	987.36	ppm	wet	0.0016	 0.000	ppm	wet	0.0022	0.2899	ppm	wet	0.0002	 0.106	ppm	wet	0.0011	 1.418	ppm	wet	0.0026	945.50	mbar	N/A	0.0000	 43.85	C	N/A	0.0000	 53.61	C	N/A	0.0000	OK
0	2024-07-09	11:41:29	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00104.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.54	vol-%	wet	0.0027	990.10	ppm	wet	0.0016	 0.000	ppm	wet	0.0022	0.2885	ppm	wet	0.0002	 0.123	ppm	wet	0.0011	 1.423	ppm	wet	0.0026	945.40	mbar	N/A	0.0000	 43.85	C	N/A	0.0000	 53.58	C	N/A	0.0000	OK
0	2024-07-09	11:43:14	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00105.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.54	vol-%	wet	0.0027	991.86	ppm	wet	0.0016	 0.000	ppm	wet	0.0023	0.2874	ppm	wet	0.0002	 0.122	ppm	wet	0.0011	 1.442	ppm	wet	0.0026	945.40	mbar	N/A	0.0000	 43.84	C	N/A	0.0000	 53.48	C	N/A	0.0000	OK
0	2024-07-09	11:44:22	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00106.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.52	vol-%	wet	0.0027	992.18	ppm	wet	0.0016	 0.000	ppm	wet	0.0023	0.2941	ppm	wet	0.0002	 0.112	ppm	wet	0.0011	 1.475	ppm	wet	0.0025	945.40	mbar	N/A	0.0000	 43.88	C	N/A	0.0000	 53.35	C	N/A	0.0000	OK
0	2024-07-09	11:45:46	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00107.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.46	vol-%	wet	0.0026	998.95	ppm	wet	0.0017	 0.000	ppm	wet	0.0022	0.2912	ppm	wet	0.0002	 0.131	ppm	wet	0.0011	 1.489	ppm	wet	0.0025	945.30	mbar	N/A	0.0000	 43.85	C	N/A	0.0000	 53.24	C	N/A	0.0000	OK
0	2024-07-09	11:46:16	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00108.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.48	vol-%	wet	0.0026	1006.81	ppm	wet	0.0017	 0.000	ppm	wet	0.0022	0.2886	ppm	wet	0.0002	 0.120	ppm	wet	0.0011	 1.474	ppm	wet	0.0025	945.30	mbar	N/A	0.0000	 43.81	C	N/A	0.0000	 53.20	C	N/A	0.0000	OK
0	2024-07-09	11:46:47	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00109.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.47	vol-%	wet	0.0027	1010.10	ppm	wet	0.0017	 0.000	ppm	wet	0.0022	0.2935	ppm	wet	0.0002	 0.089	ppm	wet	0.0011	 1.523	ppm	wet	0.0025	945.30	mbar	N/A	0.0000	 43.80	C	N/A	0.0000	 53.17	C	N/A	0.0000	OK
0	2024-07-09	11:47:18	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00110.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.46	vol-%	wet	0.0027	1013.90	ppm	wet	0.0017	 0.000	ppm	wet	0.0022	0.2983	ppm	wet	0.0002	 0.119	ppm	wet	0.0011	 1.543	ppm	wet	0.0024	945.40	mbar	N/A	0.0000	 43.77	C	N/A	0.0000	 53.20	C	N/A	0.0000	OK
0	2024-07-09	11:47:48	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00111.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.46	vol-%	wet	0.0027	1015.28	ppm	wet	0.0017	 0.000	ppm	wet	0.0023	0.2991	ppm	wet	0.0002	 0.141	ppm	wet	0.0011	 1.533	ppm	wet	0.0025	945.30	mbar	N/A	0.0000	 43.76	C	N/A	0.0000	 53.16	C	N/A	0.0000	OK
0	2024-07-09	11:48:18	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00112.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.47	vol-%	wet	0.0026	1016.99	ppm	wet	0.0017	 0.000	ppm	wet	0.0022	0.2924	ppm	wet	0.0002	 0.113	ppm	wet	0.0011	 1.510	ppm	wet	0.0025	945.30	mbar	N/A	0.0000	 43.75	C	N/A	0.0000	 53.15	C	N/A	0.0000	OK
0	2024-07-09	11:48:48	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00113.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.46	vol-%	wet	0.0027	1018.85	ppm	wet	0.0017	 0.000	ppm	wet	0.0022	0.2928	ppm	wet	0.0002	 0.103	ppm	wet	0.0011	 1.527	ppm	wet	0.0025	945.30	mbar	N/A	0.0000	 43.79	C	N/A	0.0000	 53.13	C	N/A	0.0000	OK
0	2024-07-09	11:49:19	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00114.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.45	vol-%	wet	0.0026	1019.44	ppm	wet	0.0017	 0.000	ppm	wet	0.0022	0.2973	ppm	wet	0.0002	 0.117	ppm	wet	0.0011	 1.540	ppm	wet	0.0024	945.30	mbar	N/A	0.0000	 43.77	C	N/A	0.0000	 53.13	C	N/A	0.0000	OK
0	2024-07-09	11:49:49	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00115.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.44	vol-%	wet	0.0026	1020.06	ppm	wet	0.0017	 0.000	ppm	wet	0.0022	0.2996	ppm	wet	0.0002	 0.108	ppm	wet	0.0011	 1.554	ppm	wet	0.0024	945.30	mbar	N/A	0.0000	 43.76	C	N/A	0.0000	 53.07	C	N/A	0.0000	OK
0	2024-07-09	11:50:19	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00116.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.44	vol-%	wet	0.0027	1021.72	ppm	wet	0.0018	 0.000	ppm	wet	0.0022	0.2948	ppm	wet	0.0002	 0.125	ppm	wet	0.0011	 1.541	ppm	wet	0.0024	945.30	mbar	N/A	0.0000	 43.73	C	N/A	0.0000	 53.05	C	N/A	0.0000	OK
0	2024-07-09	11:50:49	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00117.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.44	vol-%	wet	0.0026	1025.12	ppm	wet	0.0018	 0.000	ppm	wet	0.0022	0.2960	ppm	wet	0.0002	 0.121	ppm	wet	0.0010	 1.540	ppm	wet	0.0025	945.30	mbar	N/A	0.0000	 43.71	C	N/A	0.0000	 53.05	C	N/A	0.0000	OK
0	2024-07-09	11:51:20	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00118.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.44	vol-%	wet	0.0026	1029.65	ppm	wet	0.0018	 0.000	ppm	wet	0.0022	0.2930	ppm	wet	0.0002	 0.109	ppm	wet	0.0010	 1.551	ppm	wet	0.0024	945.30	mbar	N/A	0.0000	 43.73	C	N/A	0.0000	 53.03	C	N/A	0.0000	OK
0	2024-07-09	11:51:50	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00119.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.42	vol-%	wet	0.0026	1030.24	ppm	wet	0.0018	 0.000	ppm	wet	0.0022	0.2990	ppm	wet	0.0002	 0.108	ppm	wet	0.0011	 1.577	ppm	wet	0.0024	945.30	mbar	N/A	0.0000	 43.70	C	N/A	0.0000	 53.01	C	N/A	0.0000	OK
0	2024-07-09	11:52:21	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00120.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.41	vol-%	wet	0.0027	1030.86	ppm	wet	0.0018	 0.000	ppm	wet	0.0022	0.3038	ppm	wet	0.0002	 0.109	ppm	wet	0.0011	 1.586	ppm	wet	0.0024	945.30	mbar	N/A	0.0000	 43.66	C	N/A	0.0000	 53.03	C	N/A	0.0000	OK
0	2024-07-09	11:52:52	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00121.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.41	vol-%	wet	0.0027	1031.53	ppm	wet	0.0018	 0.000	ppm	wet	0.0022	0.2978	ppm	wet	0.0002	 0.136	ppm	wet	0.0011	 1.579	ppm	wet	0.0023	945.30	mbar	N/A	0.0000	 43.71	C	N/A	0.0000	 53.01	C	N/A	0.0000	OK
0	2024-07-09	11:53:22	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00122.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.42	vol-%	wet	0.0026	1031.01	ppm	wet	0.0018	 0.000	ppm	wet	0.0022	0.2971	ppm	wet	0.0002	 0.080	ppm	wet	0.0011	 1.561	ppm	wet	0.0024	945.30	mbar	N/A	0.0000	 43.65	C	N/A	0.0000	 53.01	C	N/A	0.0000	OK
0	2024-07-09	11:53:52	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00123.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.41	vol-%	wet	0.0026	1031.31	ppm	wet	0.0018	 0.000	ppm	wet	0.0022	0.2965	ppm	wet	0.0002	 0.094	ppm	wet	0.0011	 1.570	ppm	wet	0.0024	945.30	mbar	N/A	0.0000	 43.66	C	N/A	0.0000	 52.95	C	N/A	0.0000	OK
0	2024-07-09	11:55:40	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00124.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.39	vol-%	wet	0.0026	1032.15	ppm	wet	0.0018	 0.000	ppm	wet	0.0022	0.3027	ppm	wet	0.0002	 0.118	ppm	wet	0.0011	 1.602	ppm	wet	0.0023	945.30	mbar	N/A	0.0000	 43.59	C	N/A	0.0000	 52.94	C	N/A	0.0000	OK
0	2024-07-09	11:56:44	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00125.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.41	vol-%	wet	0.0026	1031.85	ppm	wet	0.0018	 0.000	ppm	wet	0.0022	0.2958	ppm	wet	0.0002	 0.103	ppm	wet	0.0011	 1.587	ppm	wet	0.0024	945.30	mbar	N/A	0.0000	 43.59	C	N/A	0.0000	 52.90	C	N/A	0.0000	OK
0	2024-07-09	11:57:36	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00126.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.32	vol-%	wet	0.0026	1033.61	ppm	wet	0.0018	 0.000	ppm	wet	0.0022	0.3064	ppm	wet	0.0002	 0.096	ppm	wet	0.0011	 1.633	ppm	wet	0.0023	945.30	mbar	N/A	0.0000	 43.58	C	N/A	0.0000	 52.83	C	N/A	0.0000	OK
0	2024-07-09	11:58:06	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00127.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.33	vol-%	wet	0.0026	1039.30	ppm	wet	0.0018	 0.000	ppm	wet	0.0022	0.3059	ppm	wet	0.0002	 0.099	ppm	wet	0.0010	 1.624	ppm	wet	0.0023	945.30	mbar	N/A	0.0000	 43.55	C	N/A	0.0000	 52.87	C	N/A	0.0000	OK
0	2024-07-09	11:58:36	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00128.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.34	vol-%	wet	0.0026	1040.30	ppm	wet	0.0018	 0.000	ppm	wet	0.0022	0.3010	ppm	wet	0.0002	 0.106	ppm	wet	0.0010	 1.612	ppm	wet	0.0023	945.30	mbar	N/A	0.0000	 43.58	C	N/A	0.0000	 52.88	C	N/A	0.0000	OK
0	2024-07-09	11:59:07	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00129.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.35	vol-%	wet	0.0026	1041.24	ppm	wet	0.0018	 0.000	ppm	wet	0.0022	0.2988	ppm	wet	0.0002	 0.104	ppm	wet	0.0010	 1.579	ppm	wet	0.0024	945.30	mbar	N/A	0.0000	 43.55	C	N/A	0.0000	 52.89	C	N/A	0.0000	OK
0	2024-07-09	11:59:38	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00130.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.34	vol-%	wet	0.0026	1041.79	ppm	wet	0.0018	 0.000	ppm	wet	0.0022	0.2981	ppm	wet	0.0002	 0.094	ppm	wet	0.0010	 1.615	ppm	wet	0.0023	945.30	mbar	N/A	0.0000	 43.55	C	N/A	0.0000	 52.86	C	N/A	0.0000	OK
